"business_id","name","full_address","categories","city","state","review_count","neighborhoods"
"tiXKCu-ar9NRgHEglDKAUw","Lunardi's Ristorante","2056 Broadway Ave
Beechview
Pittsburgh, PA 15216","c(""Restaurants"", ""Italian"")","Pittsburgh","PA",3,"Beechview"
"RCo2xqW-7PU-gu4yaiSI3Q","Courthouse Tavern","310 Forbes Ave
Downtown
Pittsburgh, PA 15222","c(""Burgers"", ""Restaurants"")","Pittsburgh","PA",11,"Downtown"
"TJWGch9lFlQ2gkKGgGGkEA","Liberty Avenue Deli","4052 Liberty Ave
Bloomfield
Pittsburgh, PA 15224","c(""Delis"", ""Restaurants"")","Pittsburgh","PA",3,"Bloomfield"
"m6ur4KCud1YG9V_0dqGCZQ","4 Wood Grille","5840 Forward Ave
Squirrel Hill
Pittsburgh, PA 15217","c(""American (Traditional)"", ""Restaurants"")","Pittsburgh","PA",8,"Squirrel Hill"
"fQjNEXSyiVS892CAUmAtqA","La Cappella","1041 Freeport Rd
Pittsburgh, PA 15238","c(""Restaurants"", ""Italian"")","Pittsburgh","PA",19,"character(0)"
"fI4vZhMLxuyoY6Q7BzVcLQ","Jimmy Wans","1337 Old Freeport Rd
Pittsburgh, PA 15238","c(""Asian Fusion"", ""Chinese"", ""Restaurants"")","Pittsburgh","PA",42,"character(0)"
"uJSS0Kq1qoiCTXQdxxztrQ","Blue Grotto Pizza","1610 E Carson St
South Side
Pittsburgh, PA 15203","c(""Pizza"", ""Restaurants"")","Pittsburgh","PA",14,"South Side"
"9hF1vOOkT-OMVhYwPCxtcw","JT's Restaurant","4143 Brownsville Rd
Pittsburgh, PA 15227","c(""Diners"", ""Restaurants"")","Pittsburgh","PA",8,"character(0)"
"6BkbwY0j33py_XmzvmnfXw","Istanbul Grille","673 Liberty Ave
Downtown
Pittsburgh, PA 15222","c(""Restaurants"", ""Middle Eastern"", ""Turkish"")","Pittsburgh","PA",47,"Downtown"
"uvdS1a6h0wS0R9gryFX4oQ","Primanti Bros","1832 E Carson St
South Side
Pittsburgh, PA 15203","c(""Sandwiches"", ""Restaurants"")","Pittsburgh","PA",77,"South Side"
"StOzZjyUVTeh9jpn0JSALw","Maximum Flavor Pizza Shop","415 S Craig St
Oakland
Pittsburgh, PA 15213","c(""Pizza"", ""Restaurants"")","Pittsburgh","PA",18,"Oakland"
"HEZ8O_EvIBLHKgo93IkGTA","PD's Pub","5832 Forward Ave
Squirrel Hill
Pittsburgh, PA 15217","c(""Pubs"", ""Bars"", ""American (Traditional)"", ""Nightlife"", ""Restaurants"")","Pittsburgh","PA",3,"Squirrel Hill"
"Ne_6Z7dJyw32OikvCabmBQ","Aprimo Pizza","516 Brownsville Rd
Knoxville
Pittsburgh, PA 15210","c(""Pizza"", ""Restaurants"")","Pittsburgh","PA",4,"Knoxville"
"SxWpUJPBKpDwnt8DbVgVwQ","Bella Notte","1914 Penn Ave
Strip District
Pittsburgh, PA 15222","c(""Italian"", ""Pizza"", ""Restaurants"")","Pittsburgh","PA",60,"Strip District"
"-xUkX5hO7MrMj9OwqMQ35A","Cafe Milano","134 6th St
Downtown
Pittsburgh, PA 15222","c(""Italian"", ""Pizza"", ""Restaurants"")","Pittsburgh","PA",32,"Downtown"
"FFX46wxMJBmlWdOxgLTdmg","Palazzo Ristorante","144 6th St
Downtown
Pittsburgh, PA 15222","c(""Restaurants"", ""Italian"")","Pittsburgh","PA",22,"Downtown"
"93r7y20-xLWIAqIIYMtlDg","Vocelli Pizza","524 Penn Ave
Downtown
Pittsburgh, PA 15222","c(""Pizza"", ""Restaurants"")","Pittsburgh","PA",6,"Downtown"
"P81VJGvr3WEsgQHY2z2CuA","Krazy Brothers Pizza N Pasta","109 Brookline Blvd
Brookline
Pittsburgh, PA 15226","c(""Italian"", ""Pizza"", ""Restaurants"")","Pittsburgh","PA",8,"Brookline"
"OIPE8yU_DRt6ZN59CcMBFA","Rowdy BBQ","3900 Saw Mill Run Blvd
Pittsburgh, PA 15227","c(""Barbeque"", ""Restaurants"")","Pittsburgh","PA",28,"character(0)"
"H18C9tH4BPHkxan96bkMXQ","Hokkaido Seafood Buffet","4612 Browns Hill Rd
Squirrel Hill
Pittsburgh, PA 15217","c(""Sushi Bars"", ""Buffets"", ""Japanese"", ""Restaurants"")","Pittsburgh","PA",121,"Squirrel Hill"
"T_CUh42Rb1IIvTvIViDyLQ","Moe's Southwest Grill","210 Forbes Ave
Downtown
Pittsburgh, PA 15222","c(""Mexican"", ""Tex-Mex"", ""Restaurants"")","Pittsburgh","PA",28,"Downtown"
"0V7lC5Xr9dVFbjXpXFbeow","Paris 66 Bistro","6018 Penn Cir S
Shadyside
Pittsburgh, PA 15206","c(""Brasseries"", ""Gluten-Free"", ""French"", ""Restaurants"")","Pittsburgh","PA",136,"Shadyside"
"2EEmhVhG5SCt8dEo5zf-Hg","Vietnam's Pho","1627 Penn Ave
Strip District
Pittsburgh, PA 15222","c(""Vietnamese"", ""Restaurants"")","Pittsburgh","PA",95,"Strip District"
"K10SpnV1o3bJNGBOesHtXg","Chopstix","2018 Murray Ave
Squirrel Hill
Pittsburgh, PA 15217","c(""Chinese"", ""Restaurants"")","Pittsburgh","PA",4,"Squirrel Hill"
"H75yc2Vp7d8wuAe339DpOA","Tamari","3519 Butler St
Lawrenceville
Pittsburgh, PA 15201","c(""Tapas Bars"", ""Sushi Bars"", ""Latin American"", ""Restaurants"")","Pittsburgh","PA",261,"Lawrenceville"
"9Kdb70PhV6O89cdfqYZJpQ","Paisano's","821 E Warrington Ave
Allentown
Pittsburgh, PA 15210","c(""Pizza"", ""Restaurants"")","Pittsburgh","PA",7,"Allentown"
"p3IleNV_nLmMj-dbzdx9DQ","Bai Ling Chinese Restaurant","2614 Brownsville Rd
Carrick
Pittsburgh, PA 15227","c(""Chinese"", ""Restaurants"")","Pittsburgh","PA",5,"Carrick"
"w-RzHsvV05yT2K-JC8DJUA","Fernando's Cafe","963 Liberty Ave
Downtown
Pittsburgh, PA 15222","c(""Sandwiches"", ""Restaurants"")","Pittsburgh","PA",12,"Downtown"
"UK51LgJRJ8_LUQQPZ5zfxw","Yo Rita","1120 E Carson St
South Side
Pittsburgh, PA 15203","c(""American (New)"", ""Mexican"", ""Restaurants"")","Pittsburgh","PA",127,"South Side"
"n3nOq4DudeEVhfaP5rdgDQ","Dormont Dogs","2911 Glenmore Ave
Dormont
Pittsburgh, PA 15216","c(""Hot Dogs"", ""Restaurants"")","Pittsburgh","PA",40,"Dormont"
"mDXOGmlJlUe-AY6TmInUDA","Pizza Sola","1417 E Carson St
South Side
Pittsburgh, PA 15203","c(""Pizza"", ""Restaurants"")","Pittsburgh","PA",19,"South Side"
"fGTrdnKyM_wdT6niaxzU3Q","Hough's","563 Greenfield Ave
Greenfield
Pittsburgh, PA 15207","c(""Bars"", ""American (New)"", ""Restaurants"", ""Sports Bars"", ""Nightlife"")","Pittsburgh","PA",90,"Greenfield"
"jplGMzlErHf985akNin92g","DeBlasio's Restaurant","1717 Cochran Rd
Pittsburgh, PA 15220","c(""Restaurants"", ""Italian"")","Pittsburgh","PA",27,"character(0)"
"vcZWlI0eHiGwlUfP-5Ov8Q","Smiling Banana Leaf","5901 Bryant St
Highland Park
Pittsburgh, PA 15206","c(""Thai"", ""Restaurants"")","Pittsburgh","PA",272,"Highland Park"
"9r4gq8LVewal0uTnLiS1zQ","Mexico City","409 Wood St
Downtown
Pittsburgh, PA 15222","c(""Mexican"", ""Restaurants"")","Pittsburgh","PA",23,"Downtown"
"zUzEjxKEn8eNVksImZ2oGw","Round Corner Cantina","3720 Butler St
Lawrenceville
Pittsburgh, PA 15201","c(""Bars"", ""Mexican"", ""Nightlife"", ""Restaurants"")","Pittsburgh","PA",200,"Lawrenceville"
"NJcLaATrb0Y6Cq3sDHhASw","Cocina Mendoza","300 Mt. Lebanon Blvd
Pittsburgh, PA 15234","c(""Mexican"", ""Restaurants"")","Pittsburgh","PA",30,"character(0)"
"kdwGeJlYwmqt9X49IG49mQ","Caffe Davio","2516 E Carson St
South Side
Pittsburgh, PA 15203","c(""Restaurants"", ""Italian"")","Pittsburgh","PA",27,"South Side"
"FZMQgCGGYDEXcQhZslAHxw","The Rivers Casino","777 Casino Dr
North Side
Pittsburgh, PA 15212","c(""Arts & Entertainment"", ""Bars"", ""Casinos"", ""Nightlife"", ""Steakhouses"", ""Sports Bars"", ""Restaurants"")","Pittsburgh","PA",103,"North Side"
"d7M30BsQj_oT2howDyo0ew","Subway","930 Penn Ave
Downtown
Pittsburgh, PA 15222","c(""Fast Food"", ""Sandwiches"", ""Restaurants"")","Pittsburgh","PA",8,"Downtown"
"doQQQzQis8Me3jGeAhfd5w","Subway","2771 E Carson St
South Side
Pittsburgh, PA 15203","c(""Fast Food"", ""Sandwiches"", ""Restaurants"")","Pittsburgh","PA",6,"South Side"
"1wCyM-brDWQNxrJajO7QXw","Popeyes","2010 Wharton St
South Side
Pittsburgh, PA 15203","c(""Fast Food"", ""Southern"", ""Chicken Wings"", ""Restaurants"")","Pittsburgh","PA",7,"South Side"
"fboP8gAvPCdW-bnJmDslSg","AJ's Burger & Peruvian Chicken","3608 5th Ave
Oakland
Pittsburgh, PA 15213","c(""Peruvian"", ""Burgers"", ""Restaurants"")","Pittsburgh","PA",20,"Oakland"
"5a0mAU5sGrR174mEghnOCw","Calli's","7606 Forbes Ave
Regent Square
Pittsburgh, PA 15221","c(""American (Traditional)"", ""Restaurants"")","Pittsburgh","PA",5,"Regent Square"
"x2ZMAyneUiBD6Sml0Fv2Xw","Pusadee's Garden","5321 Butler St
Lawrenceville
Pittsburgh, PA 15201","c(""Thai"", ""Restaurants"")","Pittsburgh","PA",139,"Lawrenceville"
"CaGBTY6UWKY252OVgWRSKA","Remedy","5121 Butler St
Lawrenceville
Pittsburgh, PA 15201","c(""Bars"", ""American (New)"", ""Nightlife"", ""Restaurants"")","Pittsburgh","PA",37,"Lawrenceville"
"emQkvcck-uqUanJafLIKOA","PLUM pan asian kitchen","5996 Penn Cir S
Shadyside
Pittsburgh, PA 15206","c(""Asian Fusion"", ""Sushi Bars"", ""Restaurants"")","Pittsburgh","PA",103,"Shadyside"
"1eTtHfanVJKovviZgCumyA","Rivas Nicaraguan Restaurant","601 E Carson St
South Side
Pittsburgh, PA 15203","c(""Latin American"", ""Restaurants"")","Pittsburgh","PA",7,"South Side"
"WNGyIejOcpJpNgxqWPDwHA","Antonio's Pizzeria","758 Brookline Blvd
Brookline
Pittsburgh, PA 15226","c(""Pizza"", ""Restaurants"")","Pittsburgh","PA",10,"Brookline"
"uYaWjiNjQKHpLK8wRlE7Xg","T & K's Soul Food Kitchen","305 N Craig St
Oakland
Pittsburgh, PA 15213","c(""Soul Food"", ""Restaurants"")","Pittsburgh","PA",6,"Oakland"
"dq3vHsNbaB2V156y-zzSYg","Andrews Steakhouse","Rivers Casino
777 Casino Dr
North Side
Pittsburgh, PA 15212","c(""Steakhouses"", ""Restaurants"")","Pittsburgh","PA",26,"North Side"
"takv9AY8InjnJR_vqryHGg","Pittsburgh Pretzel Sandwich Shop","3531 Forbes Ave
Oakland
Pittsburgh, PA 15213","c(""Sandwiches"", ""Restaurants"")","Pittsburgh","PA",10,"Oakland"
"tTVe5wrzCVEMPzBNmdgM3A","Pizza Sola","114 Atwood St
Oakland
Pittsburgh, PA 15213","c(""Pubs"", ""Bars"", ""Pizza"", ""Nightlife"", ""Restaurants"")","Pittsburgh","PA",15,"Oakland"
"HAGfdy3Cm8V-7rO7Gs7-AQ","City Cafe","4502 Butler St
Lawrenceville
Pittsburgh, PA 15201","c(""Breakfast & Brunch"", ""Restaurants"")","Pittsburgh","PA",15,"Lawrenceville"
"9q0T11qr73CgUlLM1amWMA","Bruegger's Bagels","429 4th  Ave
Downtown
Pittsburgh, PA 15219","c(""Food"", ""Breakfast & Brunch"", ""Bagels"", ""Sandwiches"", ""Restaurants"")","Pittsburgh","PA",4,"Downtown"
"l10ijcw6AvGgYU6DUNw3Sw","Pizza Parma","1790 N Highland Rd
Pittsburgh, PA 15241","c(""Pizza"", ""Restaurants"")","Pittsburgh","PA",6,"character(0)"
"IQnq2pP-beGuCQcoAu3Z6g","Freeport Pizza Kitchen and Bar","Fox Chapel Plz
1141 Freeport Rd
Pittsburgh, PA 15238","c(""Bars"", ""Pizza"", ""Nightlife"", ""Restaurants"")","Pittsburgh","PA",4,"character(0)"
"nA4oBEtQ9e85aBnfzB63wA","Pazzo Ristorante","1535 Washington Rd
Pittsburgh, PA 15228","c(""Restaurants"", ""Italian"")","Pittsburgh","PA",3,"character(0)"
"dW8Xdi9L5xYHSGfohg8IdA","The Map Room Grill & Bar","1126 S Braddock Ave
Pittsburgh, PA 15218","c(""Gastropubs"", ""Restaurants"")","Pittsburgh","PA",19,"character(0)"
"i00pTXKP6-buv7G6LcRZgQ","The 509 Cafe","509 Greenfield Ave
Greenfield
Pittsburgh, PA 15207","c(""Breakfast & Brunch"", ""American (Traditional)"", ""Restaurants"")","Pittsburgh","PA",4,"Greenfield"
"vkRpoXtEaL4UEERUWMp7YQ","Morning Glory Coffeehouse","1806 Chislett St
Morningside
Pittsburgh, PA 15206","c(""Breakfast & Brunch"", ""Vegetarian"", ""Restaurants"")","Pittsburgh","PA",3,"Morningside"
"gUT2SESEp7nV6kDYipHZeA","Giant Eagle","1165 McKinney Ln
West End
Pittsburgh, PA 15220","c(""Food"", ""Sandwiches"", ""Grocery"", ""Delis"", ""Restaurants"")","Pittsburgh","PA",5,"West End"
"TFvvI_MxoTg-rNHpvh3QeA","Schenley Park Cafe","101 Panther Hollow Rd
Squirrel Hill
Pittsburgh, PA 15213","c(""Food"", ""Coffee & Tea"", ""Sandwiches"", ""Restaurants"")","Pittsburgh","PA",9,"Squirrel Hill"
"EpaXijMLlEXvQfM9gXDYiA","Avenue B","5501 Centre Ave
Friendship
Pittsburgh, PA 15232","c(""American (New)"", ""Restaurants"")","Pittsburgh","PA",127,"Friendship"
"wvtxH9MMblbyab_f0-c4nQ","Schatz Dining Hall","5000 Forbes Ave
Squirrel Hill
Pittsburgh, PA 15213","c(""Buffets"", ""Restaurants"")","Pittsburgh","PA",4,"Squirrel Hill"
"BaoMhBMUDnMDud6F2ZgxrA","Cassis","900 Western Ave
North Side
Pittsburgh, PA 15233","c(""American (New)"", ""Restaurants"")","Pittsburgh","PA",5,"North Side"
"a7lkm_8HM9izrfJWhAK8iA","S Aiken Bar & Grille","815 S Aiken Ave
Shadyside
Pittsburgh, PA 15232","c(""Nightlife"", ""Bars"", ""Pizza"", ""Sports Bars"", ""Restaurants"")","Pittsburgh","PA",19,"Shadyside"
"n7tBHCvezCT4YophjHxciA","Burma-Tokyo","320 Atwood St
Oakland
Pittsburgh, PA 15213","c(""Burmese"", ""Japanese"", ""Restaurants"")","Pittsburgh","PA",35,"Oakland"
"JeZhzeNIfDYPSm9gKvsSPg","Easy Street","301 Grant St
Downtown
Pittsburgh, PA 15209","c(""American (Traditional)"", ""Restaurants"")","Pittsburgh","PA",14,"Downtown"
"7xNe2WZAQUGMp1_CxGVKnQ","Las Velas","21 Market Sq
Downtown
Pittsburgh, PA 15222","c(""Mexican"", ""Restaurants"")","Pittsburgh","PA",90,"Downtown"
"-XN4Oi0UCBK7rE3MsSXdqw","Kous Kous Cafe","665 Washington Rd
Pittsburgh, PA 15228","c(""Moroccan"", ""Restaurants"")","Pittsburgh","PA",61,"character(0)"
"t770rFHYffrc_Rf_y9IFlQ","Stagioni","2104 E Carson St
South Side
Pittsburgh, PA 15203","c(""Restaurants"", ""Italian"")","Pittsburgh","PA",47,"South Side"
"qFY39MzKFQcT6dx56vqb7Q","Subway","3147 Banksville Rd
Banksville
Pittsburgh, PA 15216","c(""Fast Food"", ""Sandwiches"", ""Restaurants"")","Pittsburgh","PA",3,"Banksville"
"2zcGwt0ApFMZhD2TH_voGw","Keystone Cafe & Deli","339 Sixth Ave
Ste 1
Downtown
Pittsburgh, PA 15222","c(""Delis"", ""Cafes"", ""Restaurants"")","Pittsburgh","PA",8,"Downtown"
"8Uwii38FoomPrXJhg6Hx5Q","India Palace Cuisine","137 6th St
Downtown
Pittsburgh, PA 15222","c(""Indian"", ""Restaurants"")","Pittsburgh","PA",15,"Downtown"
"oZLeVF5nZe-6nBTgnoOl2w","Taco Bell","1690 Cochran Rd
Pittsburgh, PA 15220","c(""Fast Food"", ""Mexican"", ""Tex-Mex"", ""Restaurants"")","Pittsburgh","PA",6,"character(0)"
"ovIUSeYR4kncxyv86D6QPA","Sammy's Famous Corned Beef","217 9th St
Downtown
Pittsburgh, PA 15222","c(""Sandwiches"", ""Restaurants"")","Pittsburgh","PA",15,"Downtown"
"_wmXYLUf4VThpcO9pDxHGg","Beer Nutz Bottle Shop","1335 Freeport Rd
Pittsburgh, PA 15238","c(""Bars"", ""American (Traditional)"", ""Nightlife"", ""Restaurants"")","Pittsburgh","PA",13,"character(0)"
"LvdvLtCbAriMJp6cjLm9EA","Emilianos Mexican Grill & Bar","2557 E Carson St
South Side
Pittsburgh, PA 15203","c(""Mexican"", ""Restaurants"")","Pittsburgh","PA",116,"South Side"
"k_x1hMotsNW3k-IiIVzfGg","Caribou Coffee","4100 Brownsville Rd
Pittsburgh, PA 15227","c(""Food"", ""Coffee & Tea"", ""Cafes"", ""Internet Cafes"", ""Restaurants"")","Pittsburgh","PA",3,"character(0)"
"LGYKzYcdngZHGURIpA1GYQ","Frank's Pizza & Chicken","1442 Lowrie St
Troy Hill
Pittsburgh, PA 15212","c(""Pizza"", ""Restaurants"", ""Chicken Wings"", ""Italian"")","Pittsburgh","PA",6,"Troy Hill"
"IkNm4oVZbIZ74kFH7fmahg","Qdoba Mexican Grill","4801 Centre Ave
Bloomfield
Pittsburgh, PA 15213","c(""Mexican"", ""Restaurants"")","Pittsburgh","PA",13,"Bloomfield"
"LZkG-y1_OdyKAajJJI8uBg","Fat Tommy's Pizzeria","115 Forbes Ave
Downtown
Pittsburgh, PA 15222","c(""Pizza"", ""Restaurants"")","Pittsburgh","PA",16,"Downtown"
"Ya0oNqP8mzPU5HwMdgf5zQ","Le Mont","1114 Grandview Ave
Mt. Washington
Pittsburgh, PA 15211","c(""American (Traditional)"", ""Restaurants"")","Pittsburgh","PA",67,"Mt. Washington"
"YkH9cCFCvpgeCZq0GkcvAg","Storms Restaurant & Catering","429 4th Ave
Downtown
Pittsburgh, PA 15219","c(""Restaurants"", ""Italian"", ""Event Planning & Services"", ""Caterers"")","Pittsburgh","PA",24,"Downtown"
"oVJWBjyNIOHOcc3lmiaeCw","Walnut Grill","911 Freeport Rd
Pittsburgh, PA 15238","c(""American (New)"", ""Restaurants"")","Pittsburgh","PA",26,"character(0)"
"CW63D7wq5s1sxAEfaNhW9A","Hank's Hotdogs Too","919 Brookline Blvd
Brookline
Pittsburgh, PA 15226","c(""Burgers"", ""Hot Dogs"", ""Restaurants"")","Pittsburgh","PA",3,"Brookline"
"WiwOKFjI4XxorVGH9u4I1A","George Aiken","218 Forbes Ave
Downtown
Pittsburgh, PA 15222","c(""Sandwiches"", ""Restaurants"")","Pittsburgh","PA",5,"Downtown"
"Eu2svxHuLFeLzGlwy8hciw","Finn McCools","1501 E Carson St
South Side
Pittsburgh, PA 15203","c(""American (New)"", ""Restaurants"")","Pittsburgh","PA",5,"South Side"
"Lv1_fwBrCe4RL06mY9JniQ","The Jaggerbush","133 S 23rd St
South Side
Pittsburgh, PA 15203","c(""Dive Bars"", ""Bars"", ""American (Traditional)"", ""Nightlife"", ""Restaurants"")","Pittsburgh","PA",6,"South Side"
"B9khZEGKIT4E3r6ssUfi0Q","Folino Brothers Pizzeria","373 Vanadium Rd
Pittsburgh, PA 15243","c(""Restaurants"", ""Pizza"", ""Italian"")","Pittsburgh","PA",4,"character(0)"
"CUjHTa8fE_0NhNA_I9E1XQ","Spice Cafe","328 Atwood St
Oakland
Pittsburgh, PA 15213","c(""Pubs"", ""Bars"", ""Cafes"", ""Nightlife"", ""Restaurants"")","Pittsburgh","PA",8,"Oakland"
"3BNomgNXuzR-Yfc2LbY6sQ","Sidelines Bar & Grill","621 Evergreen Ave
Millvale
Pittsburgh, PA 15209","c(""Dive Bars"", ""Bars"", ""American (Traditional)"", ""Nightlife"", ""Restaurants"")","Pittsburgh","PA",33,"Millvale"
"ajR1_uSNNMEmvYZNeC7eBQ","Wendy's","4001 Butler St
Lawrenceville
Pittsburgh, PA 15201","c(""Burgers"", ""Fast Food"", ""Restaurants"")","Pittsburgh","PA",4,"Lawrenceville"
"tY0K5GOyyluUgkbeiN3UEA","Hook Fish & Chicken","1221 Federal St
North Side
Pittsburgh, PA 15212","c(""Seafood"", ""Chicken Wings"", ""Restaurants"")","Pittsburgh","PA",7,"North Side"
"P4Or3as2jJGwyBXIZ_gxBA","Jimmy John's","506 Liberty Ave
Downtown
Pittsburgh, PA 15222","c(""Delis"", ""Sandwiches"", ""Restaurants"")","Pittsburgh","PA",14,"Downtown"
"1gyztgqbLEGnBY9wJCQKRw","Luma Restaurant","186 Castle Shannon Blvd
Pittsburgh, PA 15228","c(""American (New)"", ""Restaurants"")","Pittsburgh","PA",32,"character(0)"
"qystjlmQDxc1oPQsYtsj6w","Club Sandwich & Deli","713 Main St
Sharpsburg
Pittsburgh, PA 15215","c(""Breakfast & Brunch"", ""Sandwiches"", ""Restaurants"")","Pittsburgh","PA",4,"Sharpsburg"
"SSwlpHYGEqxR3Wzy1E93PA","Cuzamil","500 Liberty Ave
Downtown
Pittsburgh, PA 15222","c(""Mexican"", ""Restaurants"")","Pittsburgh","PA",4,"Downtown"
"yaSUQERuoc4hUonx4kaS4w","Pizza Palermo","5440 Centre Ave
Ste 3
Shadyside
Pittsburgh, PA 15232","c(""Pizza"", ""Restaurants"")","Pittsburgh","PA",22,"Shadyside"
"LYWsIy_g_pLA32Iaze-eeg","Au Bon Pain","625 Liberty Ave
Downtown
Pittsburgh, PA 15222","c(""Bakeries"", ""Food"", ""Cafes"", ""Restaurants"")","Pittsburgh","PA",11,"Downtown"
"Gdrw2h0ivQi2UVXpTiLbqA","Station Street Hot Dogs","6290 Broad St
East Liberty
Pittsburgh, PA 15206","c(""Hot Dogs"", ""Restaurants"")","Pittsburgh","PA",104,"East Liberty"
"bMygiwZWA_UzCUCw6C11Iw","Five Guys Burgers and Fries","1029 Freeport Rd
Pittsburgh, PA 15238","c(""Burgers"", ""Fast Food"", ""American (New)"", ""Restaurants"")","Pittsburgh","PA",7,"character(0)"
"0_BIIfLeB9DEG8Tss6bZQQ","Maldini's Taste of Italy","1900 Monongahela Ave
Pittsburgh, PA 15218","c(""Restaurants"", ""Pizza"", ""Italian"")","Pittsburgh","PA",4,"character(0)"
"RbEWEqy_N-DymvO8JDPdgQ","Mendoza Express","812 Noblestown Rd
East Carnegie
Pittsburgh, PA 15205","c(""Mexican"", ""Restaurants"")","Pittsburgh","PA",20,"East Carnegie"
"N2Q9-LaYbMzFJJI5NmZdyw","Pizza Hut","2002 E Carson St
South Side
Pittsburgh, PA 15203","c(""Chicken Wings"", ""Restaurants"", ""Pizza"", ""Italian"")","Pittsburgh","PA",7,"South Side"
"XQ6DJ9TNDYNjm2BxjqRQWw","Qdoba Mexican Grill","808 Liberty Ave
Downtown
Pittsburgh, PA 15222","c(""Mexican"", ""Restaurants"")","Pittsburgh","PA",6,"Downtown"
"5ZuMxdlRbvqLooR8qZxnKw","The Cozy Cafe","400 S Main St
West End
Pittsburgh, PA 15220","c(""Breakfast & Brunch"", ""Restaurants"")","Pittsburgh","PA",5,"West End"
"FSZHwYbRb5iTnGUzQvDWwg","GM Dog N' Burger Shoope","4820 Liberty Ave
Bloomfield
Pittsburgh, PA 15224","c(""Burgers"", ""Breakfast & Brunch"", ""Hot Dogs"", ""Restaurants"")","Pittsburgh","PA",3,"Bloomfield"
"wluhsOjt03CgORropJKQoA","Subway","401 Wood St
Downtown
Pittsburgh, PA 15222","c(""Fast Food"", ""Sandwiches"", ""Restaurants"")","Pittsburgh","PA",5,"Downtown"
"KiVpfyWThpqf29pVMso_nA","Cornerstone Restaurant & Bar","301 Freeport Rd
Aspinwall
Pittsburgh, PA 15215","c(""Breakfast & Brunch"", ""American (New)"", ""Restaurants"")","Pittsburgh","PA",46,"Aspinwall"
"Y8mPD9YZwMRBZZAFqOTorw","Stinky's Bar & Grill","4901 Hatfield St
Lawrenceville
Pittsburgh, PA 15201","c(""American (Traditional)"", ""Restaurants"")","Pittsburgh","PA",18,"Lawrenceville"
"F2s1N1IvcNHHHsWJHIwKCg","Archie's","2328 E Carson St
South Side
Pittsburgh, PA 15203","c(""Bars"", ""Restaurants"", ""Nightlife"", ""Chicken Wings"")","Pittsburgh","PA",26,"South Side"
"uDJymEBtBrre61KtmvpziQ","Papa John's Pizza","2928 W Liberty Ave
Dormont
Pittsburgh, PA 15216","c(""Pizza"", ""Restaurants"")","Pittsburgh","PA",4,"Dormont"
"0sGhloiZf62hF_OTaahS1A","Two Louie's Market","1233 Penn Ave
Strip District
Pittsburgh, PA 15222","c(""Sandwiches"", ""Restaurants"")","Pittsburgh","PA",11,"Strip District"
"slc44MJu58XNJdUa3B6dZg","Bella Sera Urban Trattoria","22 Graeme St
Downtown
Pittsburgh, PA 15222","c(""Restaurants"", ""Italian"")","Pittsburgh","PA",21,"Downtown"
"uczYKIPMxqkGLIBynp7Kwg","Island Cafe","224 Bessemer Ct
South Side
Pittsburgh, PA 15219","c(""Breakfast & Brunch"", ""Sandwiches"", ""Restaurants"")","Pittsburgh","PA",6,"South Side"
"cJgUGE4iukuXB6QlYmHwmA","Baba D's","2126 E Carson St
South Side
Pittsburgh, PA 15203","c(""Bars"", ""American (Traditional)"", ""Nightlife"", ""Lounges"", ""Restaurants"")","Pittsburgh","PA",3,"South Side"
"ov7YsASN1XDdJL0ntXk6tA","Pittsburgh Sports Bar & Grill","3630 Library Rd
Pittsburgh, PA 15234","c(""Sandwiches"", ""Bars"", ""Restaurants"", ""Sports Bars"", ""Nightlife"")","Pittsburgh","PA",5,"character(0)"
"yTWHLVgsvOFJ6kymn7yNog","The Salad Cafe","902 5th Ave
The Hill District
Pittsburgh, PA 15219","c(""Cafes"", ""Restaurants"")","Pittsburgh","PA",4,"The Hill District"
"fedVnSMYM7bKs5YHD6Ykvg","Tokyo Japanese Steak House","4305 Main St
Bloomfield
Pittsburgh, PA 15224","c(""Korean"", ""Japanese"", ""Restaurants"")","Pittsburgh","PA",11,"Bloomfield"
"I34mPToWNbOedyvIyZ5imQ","Domino's Pizza","300 6th Ave
Ste 100
Downtown
Pittsburgh, PA 15222","c(""Sandwiches"", ""Pizza"", ""Chicken Wings"", ""Restaurants"")","Pittsburgh","PA",6,"Downtown"
"CxMB7Ug1WpD7Vve40vMVgQ","Food For Thought Deli","194 N Craig St
Oakland
Pittsburgh, PA 15213","c(""Delis"", ""Sandwiches"", ""Restaurants"")","Pittsburgh","PA",14,"Oakland"
"h5cvE8TClzDrrlg88gD97Q","McCormick & Schmick's","301 Fifth Ave
Downtown
Pittsburgh, PA 15222","c(""Seafood"", ""Restaurants"")","Pittsburgh","PA",44,"Downtown"
"sFxTS1_APzl9GCnn0E1LiA","Tisha's Sunny Farms","600 Brookline Blvd
Brookline
Pittsburgh, PA 15226","c(""Diners"", ""Restaurants"")","Pittsburgh","PA",9,"Brookline"
"aU9xfD0OX_R5lcCxPnhHsA","East End Cafe","7332 Penn Ave
Point Breeze
Pittsburgh, PA 15208","c(""Cafes"", ""Sandwiches"", ""Salad"", ""Restaurants"")","Pittsburgh","PA",4,"Point Breeze"
"2Bl_6x4SN6TSuHBafIFgqw","Sam's Sun Sandwich","2616 Brownsville Rd
Carrick
Pittsburgh, PA 15227","c(""Sandwiches"", ""Restaurants"")","Pittsburgh","PA",12,"Carrick"
